+2025-07-07 16:54:55.207 | INFO     | arb.utils.sql_alchemy | user:anonymous | 331   | sql_alchemy.py       | type(table)=<class 'sqlalchemy.orm.decl_api.DeclarativeMeta'>
+2025-07-07 16:55:23.288 | INFO     | arb.utils.sql_alchemy | user:anonymous | 385   | sql_alchemy.py       | After commit: {'created_by': None, 'created_timestamp': datetime.datetime(2025, 7, 4, 15, 32, 26), 'description': None, 'emission_cause': None, 'emission_cause_notes': None, 'emission_identified_flag_fk': None, 'emission_location': None, 'emission_location_notes': None, 'emission_type_fk': None, 'emission_type_notes': None, 'end_timestamp': None, 'id_incidence': 4004, 'identified_component': None, 'identified_component_notes': None, 'incidence_qa_flag_fk': None, 'incidence_status': None, 'incidence_status_explanation': None, 'inspection_flag_fk': None, 'inspection_timestamp': None, 'internal_comment': None, 'is_open': None, 'misc_json': {'id_incidence': 4004, 'id_plume': 1234, 'observation_timestamp': '2024-06-25T07:00:00+00:00', 'lat_carb': 35.3211, 'long_carb': -119.5808, 'id_message': '200-02', 'facility_name': 'Q1.  Facility Name', 'id_arb_swis': 'Q2.  Facility SWIS ID', 'contact_name': 'Q3.  Contact Name', 'contact_phone': '(555) 555-5555', 'contact_email': 'me@email.com', 'inspection_timestamp': '2023-08-14T07:00:00+00:00', 'instrument': 'Q7.  Instrument used to locate the leak (e.g., Fis', 'emission_identified_flag_fk': 'No leak was detected', 'additional_activities': 'Q9.  If no leaks were found, please describe any e', 'initial_leak_concentration': 500.0, 'lat_revised': 35.3211, 'long_revised': -119.5808, 'emission_type_fk': 'Not applicable as no leak was detected', 'emission_location': 'Not applicable as no leak was detected', 'emission_location_notes': 'Q15.  Please provide a more detailed description o', 'emission_cause': 'Not applicable as no leak was detected', 'emission_cause_secondary': 'Please Select', 'emission_cause_tertiary': 'Please Select', 'emission_cause_notes': 'Q19.  Please provide a more detailed description o', 'mitigation_actions': 'Q20 Answer', 'mitigation_timestamp': '2023-12-15T08:00:00+00:00', 're_monitored_timestamp': '1900-03-25T08:00:00+00:00', 're_monitored_concentration': 85.0, 'included_in_last_lmr': 'No', 'included_in_last_lmr_description': "Q25.  If 'No' to Q24, please explain why the area ", 'planned_for_next_lmr': 'No', 'planned_for_next_lmr_description': "Q27.  If 'No' to Q26, please state why the area wi", 'last_surface_monitoring_timestamp': '2023-12-16T08:00:00+00:00', 'last_component_leak_monitoring_timestamp': '2023-12-17T08:00:00+00:00', 'additional_notes': 'Q30.  Additional notes or comments.', 'sector': 'Landfill', 'carb_notes': ''}, 'mitigated_flag': None, 'mitigation_timestamp': None, 'mitigation_type_fk': None, 'notification_timestamp': None, 'operator_comment': None, 'reply_timestamp': None, 'source_id': None}
+2025-07-07 16:55:23.289 | INFO     | arb.utils.sql_alchemy | user:anonymous | 389   | sql_alchemy.py       | Changed values: {}
+2025-07-07 16:55:23.289 | DEBUG    | arb.portal.utils.route_util | user:anonymous | 113   | route_util.py        | validate_and_submit was pressed
+2025-07-07 16:55:23.289 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 421   | wtf_landfill.py      | validate() called.
+2025-07-07 16:55:23.289 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 371   | wtf_landfill.py      | Running update_contingent_selectors()
+2025-07-07 16:55:23.289 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 374   | wtf_landfill.py      | Selected emission_location: 'Not applicable as no leak was detected'
+2025-07-07 16:55:23.289 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 380   | wtf_landfill.py      | Available contingent causes: []
+2025-07-07 16:55:23.289 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: additional_activities, type(field.data)=<class 'str'>, field.data='Q9.  If no leaks were found, please describe any e', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.289 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: additional_notes, type(field.data)=<class 'str'>, field.data='Q30.  Additional notes or comments.', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.289 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: carb_notes, type(field.data)=<class 'str'>, field.data='', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.289 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: contact_email, type(field.data)=<class 'str'>, field.data='me@email.com', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.289 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: contact_name, type(field.data)=<class 'str'>, field.data='Q3.  Contact Name', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.289 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: contact_phone, type(field.data)=<class 'str'>, field.data='(555) 555-5555', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.289 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: emission_cause, type(field.data)=<class 'str'>, field.data='Not applicable as no leak was detected', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.290 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: emission_cause_notes, type(field.data)=<class 'str'>, field.data='Q19.  Please provide a more detailed description o', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.290 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: emission_cause_secondary, type(field.data)=<class 'str'>, field.data='Please Select', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.290 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: emission_cause_tertiary, type(field.data)=<class 'str'>, field.data='Please Select', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.290 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: emission_identified_flag_fk, type(field.data)=<class 'str'>, field.data='No leak was detected', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.290 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: emission_location, type(field.data)=<class 'str'>, field.data='Not applicable as no leak was detected', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.290 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: emission_location_notes, type(field.data)=<class 'str'>, field.data='Q15.  Please provide a more detailed description o', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.290 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: emission_type_fk, type(field.data)=<class 'str'>, field.data='Not applicable as no leak was detected', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.290 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: facility_name, type(field.data)=<class 'str'>, field.data='Q1.  Facility Name', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.290 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: id_arb_swis, type(field.data)=<class 'str'>, field.data='Q2.  Facility SWIS ID', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.290 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: id_incidence, type(field.data)=<class 'NoneType'>, field.data=None, type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.290 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: id_message, type(field.data)=<class 'str'>, field.data='200-02', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.290 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: id_plume, type(field.data)=<class 'int'>, field.data=1234, type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.290 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: included_in_last_lmr, type(field.data)=<class 'str'>, field.data='No', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.290 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: included_in_last_lmr_description, type(field.data)=<class 'str'>, field.data="Q25.  If 'No' to Q24, please explain why the area ", type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.290 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: initial_leak_concentration, type(field.data)=<class 'decimal.Decimal'>, field.data=Decimal('500.0'), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.290 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: inspection_timestamp, type(field.data)=<class 'datetime.datetime'>, field.data=datetime.datetime(2023, 8, 14, 0, 0), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.290 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: instrument, type(field.data)=<class 'str'>, field.data='Q7.  Instrument used to locate the leak (e.g., Fis', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.290 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: last_component_leak_monitoring_timestamp, type(field.data)=<class 'datetime.datetime'>, field.data=datetime.datetime(2023, 12, 17, 0, 0), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.291 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: last_surface_monitoring_timestamp, type(field.data)=<class 'datetime.datetime'>, field.data=datetime.datetime(2023, 12, 16, 0, 0), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.291 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: lat_carb, type(field.data)=<class 'decimal.Decimal'>, field.data=Decimal('35.3211'), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.291 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: lat_revised, type(field.data)=<class 'decimal.Decimal'>, field.data=Decimal('35.3211'), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.291 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: long_carb, type(field.data)=<class 'decimal.Decimal'>, field.data=Decimal('-119.5808'), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.291 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: long_revised, type(field.data)=<class 'decimal.Decimal'>, field.data=Decimal('-119.5808'), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.291 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: mitigation_actions, type(field.data)=<class 'str'>, field.data='Q20 Answer', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.291 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: mitigation_timestamp, type(field.data)=<class 'datetime.datetime'>, field.data=datetime.datetime(2023, 12, 15, 0, 0), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.291 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: observation_timestamp, type(field.data)=<class 'datetime.datetime'>, field.data=datetime.datetime(2024, 6, 25, 0, 0), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.291 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: planned_for_next_lmr, type(field.data)=<class 'str'>, field.data='No', type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.291 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: planned_for_next_lmr_description, type(field.data)=<class 'str'>, field.data="Q27.  If 'No' to Q26, please state why the area wi", type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.291 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: re_monitored_concentration, type(field.data)=<class 'decimal.Decimal'>, field.data=Decimal('85.0'), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.291 | DEBUG    | arb.portal.wtf_landfill | user:anonymous | 438   | wtf_landfill.py      | field_name: re_monitored_timestamp, type(field.data)=<class 'datetime.datetime'>, field.data=datetime.datetime(1900, 3, 25, 0, 0), type(field.raw_data)=<class 'list'>
+2025-07-07 16:55:23.291 | DEBUG    | arb.utils.diagnostics | user:anonymous | 44    | diagnostics.py       | Diagnostics for: <arb.portal.wtf_landfill.LandfillFeedback object at 0x000001CEC2B866D0>
+2025-07-07 16:55:23.291 | DEBUG    | arb.utils.diagnostics | user:anonymous | 46    | diagnostics.py       | message='in the validator before super'
+2025-07-07 16:55:23.291 | DEBUG    | arb.utils.diagnostics | user:anonymous | 55    | diagnostics.py       | data <class 'dict'>:	 {'id_incidence': None, 'id_plume': 1234, 'observation_timestamp': datetime.datetime(2024, 6, 25, 0, 0), 'lat_carb': Decimal('35.3211'), 'long_carb': Decimal('-119.5808'), 'id_message': '200-02', 'facility_name': 'Q1.  Facility Name', 'id_arb_swis': 'Q2.  Facility SWIS ID', 'contact_name': 'Q3.  Contact Name', 'contact_phone': '(555) 555-5555', 'contact_email': 'me@email.com', 'inspection_timestamp': datetime.datetime(2023, 8, 14, 0, 0), 'instrument': 'Q7.  Instrument used to locate the leak (e.g., Fis', 'emission_identified_flag_fk': 'No leak was detected', 'additional_activities': 'Q9.  If no leaks were found, please describe any e', 'initial_leak_concentration': Decimal('500.0'), 'lat_revised': Decimal('35.3211'), 'long_revised': Decimal('-119.5808'), 'emission_type_fk': 'Not applicable as no leak was detected', 'emission_location': 'Not applicable as no leak was detected', 'emission_location_notes': 'Q15.  Please provide a more detailed description o', 'emission_cause': 'Not applicable as no leak was detected', 'emission_cause_secondary': 'Please Select', 'emission_cause_tertiary': 'Please Select', 'emission_cause_notes': 'Q19.  Please provide a more detailed description o', 'mitigation_actions': 'Q20 Answer', 'mitigation_timestamp': datetime.datetime(2023, 12, 15, 0, 0), 're_monitored_timestamp': datetime.datetime(1900, 3, 25, 0, 0), 're_monitored_concentration': Decimal('85.0'), 'included_in_last_lmr': 'No', 'included_in_last_lmr_description': "Q25.  If 'No' to Q24, please explain why the area ", 'planned_for_next_lmr': 'No', 'planned_for_next_lmr_description': "Q27.  If 'No' to Q26, please state why the area wi", 'last_component_leak_monitoring_timestamp': datetime.datetime(2023, 12, 17, 0, 0), 'last_surface_monitoring_timestamp': datetime.datetime(2023, 12, 16, 0, 0), 'additional_notes': 'Q30.  Additional notes or comments.', 'carb_notes': '', 'csrf_token': 'IjA4MDU2ZWZiMWQ0MGUzMjNjNjYyMzA0NDhhZmU1M2FjYTM5ZDQ0NTUi.aGxeVg.DNGnuu_vl6DTyzm6Elj6D_JEomM'}
+2025-07-07 16:55:23.291 | DEBUG    | arb.utils.diagnostics | user:anonymous | 55    | diagnostics.py       | errors <class 'dict'>:	 {}
+2025-07-07 16:55:23.291 | DEBUG    | arb.utils.diagnostics | user:anonymous | 55    | diagnostics.py       | form_errors <class 'list'>:	 []
+2025-07-07 16:55:23.291 | DEBUG    | arb.utils.diagnostics | user:anonymous | 55    | diagnostics.py       | label <class 'str'>:	 1. CARB internal notes
+2025-07-07 16:55:23.291 | DEBUG    | arb.utils.diagnostics | user:anonymous | 55    | diagnostics.py       | message <class 'str'>:	 Invalid phone number. Phone number must be in format '(123) 456-7890' or '(123) 456-7890 x1234567'.
+2025-07-07 16:55:23.291 | DEBUG    | arb.utils.diagnostics | user:anonymous | 55    | diagnostics.py       | meta <class 'wtforms.form.Meta'>:	 <wtforms.form.Meta object at 0x000001CEC2B8A7D0>
+2025-07-07 16:55:23.291 | DEBUG    | arb.utils.wtf_forms_util | user:anonymous | 227   | wtf_forms_util.py    | Form errors are: {}
+2025-07-07 16:55:23.340 | INFO     | werkzeug         | user:anonymous | 97    | _internal.py         | 127.0.0.1 - - [07/Jul/2025 16:55:23] "POST /incidence_update/4004/ HTTP/1.1" 200 -
+2025-07-07 16:55:23.358 | INFO     | werkzeug         | user:anonymous | 97    | _internal.py         | 127.0.0.1 - - [07/Jul/2025 16:55:23] "GET /static/css/portal_styles_01.css HTTP/1.1" 304 -
+2025-07-07 16:55:23.385 | INFO     | werkzeug         | user:anonymous | 97    | _internal.py         | 127.0.0.1 - - [07/Jul/2025 16:55:23] "GET /static/js/success_popup.js HTTP/1.1" 304 -
+2025-07-07 16:55:23.387 | INFO     | werkzeug         | user:anonymous | 97    | _internal.py         | 127.0.0.1 - - [07/Jul/2025 16:55:23] "GET /static/js/form_change_tracker.js HTTP/1.1" 304 -
+2025-07-07 16:55:23.391 | INFO     | werkzeug         | user:anonymous | 97    | _internal.py         | 127.0.0.1 - - [07/Jul/2025 16:55:23] "GET /static/js/delete_confirmation.js HTTP/1.1" 304 -
+2025-07-07 16:55:23.395 | INFO     | werkzeug         | user:anonymous | 97    | _internal.py         | 127.0.0.1 - - [07/Jul/2025 16:55:23] "GET /static/images/carb_logo_01.jpg HTTP/1.1" 304 -
+2025-07-07 16:56:04.436 | DEBUG    | arb.portal.routes | user:anonymous | 311   | routes.py            | upload_file route called.
+2025-07-07 16:56:04.439 | DEBUG    | arb.portal.routes | user:anonymous | 321   | routes.py            | Files received: [], upload_folder=C:\tony_local\pycharm\feedback_portal\portal_uploads
+2025-07-07 16:56:04.441 | INFO     | werkzeug         | user:anonymous | 97    | _internal.py         | 127.0.0.1 - - [07/Jul/2025 16:56:04] "GET /upload HTTP/1.1" 200 -
+2025-07-07 16:56:04.482 | INFO     | werkzeug         | user:anonymous | 97    | _internal.py         | 127.0.0.1 - - [07/Jul/2025 16:56:04] "GET /static/images/upload_icon.png HTTP/1.1" 304 -
+2025-07-07 16:56:04.485 | INFO     | werkzeug         | user:anonymous | 97    | _internal.py         | 127.0.0.1 - - [07/Jul/2025 16:56:04] "GET /static/images/carb_logo_01.jpg HTTP/1.1" 304 -
+2025-07-07 16:56:04.489 | INFO     | werkzeug         | user:anonymous | 97    | _internal.py         | 127.0.0.1 - - [07/Jul/2025 16:56:04] "GET /static/css/portal_styles_01.css HTTP/1.1" 304 -
+2025-07-07 16:56:04.498 | INFO     | werkzeug         | user:anonymous | 97    | _internal.py         | 127.0.0.1 - - [07/Jul/2025 16:56:04] "GET /static/css/upload.css HTTP/1.1" 304 -
+2025-07-07 16:56:04.508 | INFO     | werkzeug         | user:anonymous | 97    | _internal.py         | 127.0.0.1 - - [07/Jul/2025 16:56:04] "GET /static/js/delete_confirmation.js HTTP/1.1" 304 -
+2025-07-07 16:56:04.515 | INFO     | werkzeug         | user:anonymous | 97    | _internal.py         | 127.0.0.1 - - [07/Jul/2025 16:56:04] "GET /static/js/file_upload.js HTTP/1.1" 304 -
+2025-07-07 16:56:08.523 | DEBUG    | arb.portal.routes | user:anonymous | 311   | routes.py            | upload_file route called.
+2025-07-07 16:56:08.531 | DEBUG    | arb.portal.routes | user:anonymous | 321   | routes.py            | Files received: ['file'], upload_folder=C:\tony_local\pycharm\feedback_portal\portal_uploads
+2025-07-07 16:56:08.531 | DEBUG    | arb.portal.routes | user:anonymous | 335   | routes.py            | Received uploaded file: dairy_digester_operator_feedback_v005_test_01.xlsx
+2025-07-07 16:56:08.531 | DEBUG    | arb.portal.utils.db_ingest_util | user:anonymous | 250   | db_ingest_util.py    | upload_and_update_db() called with request_file=<FileStorage: 'dairy_digester_operator_feedback_v005_test_01.xlsx' ('application/vnd.openxmlformats-officedocument.spreadsheetml.sheet')>
+2025-07-07 16:56:08.531 | DEBUG    | arb.utils.web_html | user:anonymous | 48    | web_html.py          | Attempting to upload request_file.filename='dairy_digester_operator_feedback_v005_test_01.xlsx'
+2025-07-07 16:56:08.532 | DEBUG    | arb.utils.web_html | user:anonymous | 50    | web_html.py          | Upload single file as: C:\tony_local\pycharm\feedback_portal\portal_uploads\dairy_digester_operator_feedback_v005_test_01_ts_2025_07_07_23_56_08.xlsx
+2025-07-07 16:56:08.532 | DEBUG    | arb.portal.utils.file_upload_util | user:anonymous | 38    | file_upload_util.py  | Adding uploaded file to upload table: file_name=WindowsPath('C:/tony_local/pycharm/feedback_portal/portal_uploads/dairy_digester_operator_feedback_v005_test_01_ts_2025_07_07_23_56_08.xlsx')
+2025-07-07 16:56:08.737 | DEBUG    | arb.portal.utils.file_upload_util | user:anonymous | 46    | file_upload_util.py  | model_uploaded_file=<Uploaded File: 651, Path: C:\tony_local\pycharm\feedback_portal\portal_uploads\dairy_digester_operator_feedback_v005_test_01_ts_2025_07_07_23_56_08.xlsx, Description: None, Status: File Added>
+2025-07-07 16:56:08.737 | DEBUG    | arb.utils.excel.xl_parse | user:anonymous | 472   | xl_parse.py          | Excel upload detected: C:\tony_local\pycharm\feedback_portal\portal_uploads\dairy_digester_operator_feedback_v005_test_01_ts_2025_07_07_23_56_08.xlsx
+2025-07-07 16:56:08.737 | DEBUG    | arb.utils.excel.xl_parse | user:anonymous | 182   | xl_parse.py          | parse_xl_with_schema_dict() called with xl_path=WindowsPath('C:/tony_local/pycharm/feedback_portal/portal_uploads/dairy_digester_operator_feedback_v005_test_01_ts_2025_07_07_23_56_08.xlsx'), schema_map=None
+2025-07-07 16:56:08.843 | DEBUG    | arb.utils.excel.xl_parse | user:anonymous | 199   | xl_parse.py          | metadata tab detected in Excel file
+2025-07-07 16:56:08.843 | DEBUG    | arb.utils.excel.xl_parse | user:anonymous | 206   | xl_parse.py          | Schema tab detected in Excel file
+2025-07-07 16:56:08.843 | DEBUG    | arb.utils.excel.xl_parse | user:anonymous | 245   | xl_parse.py          | Extracting data from 'Feedback Form', using the formatting schema 'dairy_digester_v01_00'
+2025-07-07 16:56:08.843 | DEBUG    | arb.utils.excel.xl_parse | user:anonymous | 301   | xl_parse.py          | Initial spreadsheet extraction of 'Feedback Form' yields {'id_incidence': 4001, 'id_plume': 447, 'observation_timestamp': datetime.datetime(2024, 6, 25, 0, 0), 'lat_carb': 35.3211, 'long_carb': -119.5808, 'id_message': '200-02', 'digester_facility_name': 'Digester Facility Name', 'livestock_facility_name': 'Livestock Facility Name', 'id_arb_ciwqs': 'CIWQS Place ID', 'contact_name': 'Contact Person Name', 'contact_phone': '555-555-5555', 'contact_email': 'me@email.com', 'inspection_timestamp': None, 'additional_activities': None, 'initial_leak_concentration': None, 'instrument': None, 'emission_type_fk': 'Please Select', 'emission_location': 'Please Select', 'emission_location_notes': None, 'emission_cause': 'Please Select', 'emission_cause_notes': None, 'able_to_repair': 'Please Select', 'mitigation_timestamp': None, 'mitigation_actions': None, 'manure_solid_dry_scrape': 'X', 'manure_vacuum': None, 'manure_liquid_flush': 'X', 'manure_pasture': None, 'manure_dry_lot_corral': None, 'manure_solid_storage': 'X', 'manure_solar_drying': 'X', 'manure_composting': None, 'manure_compost_bedded': None, 'manure_slatted_floor': None, 'manure_anaerobic_lagoon': 'X', 'manure_anaerobic_digester': None, 'manure_vermifiltration': None, 'manure_liquid_slurry': None, 'manure_mechanical_separator': None, 'manure_gravity_separator': None, 'manure_weeping_wall': None, 'manure_flocculation': None, 'manure_daily_spread': None, 'manure_land_application_flood': None, 'manure_land_application_drip': None, 'bio_biogas_conditioning': None, 'bio_biogas_moving': None, 'bio_biomethane_upgrading': None, 'bio_covered_lagoon': None, 'bio_in_vessel': None, 'bio_electricity': None, 'bio_heating': None, 'bio_fuel_cells': None, 'bio_common_carrier': None, 'bio_onsite_fuel': None, 'anaerobic_digestion_portion': None, 'transport_method': None, 'transport_recipient': None, 'additional_manure_management': None, 'additional_notes': None}
+2025-07-07 16:56:08.843 | DEBUG    | arb.utils.excel.xl_parse | user:anonymous | 305   | xl_parse.py          | Final corrected spreadsheet extraction of 'Feedback Form' yields {'id_incidence': 4001, 'id_plume': 447, 'observation_timestamp': datetime.datetime(2024, 6, 25, 0, 0), 'lat_carb': 35.3211, 'long_carb': -119.5808, 'id_message': '200-02', 'digester_facility_name': 'Digester Facility Name', 'livestock_facility_name': 'Livestock Facility Name', 'id_arb_ciwqs': 'CIWQS Place ID', 'contact_name': 'Contact Person Name', 'contact_phone': '555-555-5555', 'contact_email': 'me@email.com', 'inspection_timestamp': None, 'additional_activities': None, 'initial_leak_concentration': None, 'instrument': None, 'emission_type_fk': 'Please Select', 'emission_location': 'Please Select', 'emission_location_notes': None, 'emission_cause': 'Please Select', 'emission_cause_notes': None, 'able_to_repair': 'Please Select', 'mitigation_timestamp': None, 'mitigation_actions': None, 'manure_solid_dry_scrape': 'X', 'manure_vacuum': None, 'manure_liquid_flush': 'X', 'manure_pasture': None, 'manure_dry_lot_corral': None, 'manure_solid_storage': 'X', 'manure_solar_drying': 'X', 'manure_composting': None, 'manure_compost_bedded': None, 'manure_slatted_floor': None, 'manure_anaerobic_lagoon': 'X', 'manure_anaerobic_digester': None, 'manure_vermifiltration': None, 'manure_liquid_slurry': None, 'manure_mechanical_separator': None, 'manure_gravity_separator': None, 'manure_weeping_wall': None, 'manure_flocculation': None, 'manure_daily_spread': None, 'manure_land_application_flood': None, 'manure_land_application_drip': None, 'bio_biogas_conditioning': None, 'bio_biogas_moving': None, 'bio_biomethane_upgrading': None, 'bio_covered_lagoon': None, 'bio_in_vessel': None, 'bio_electricity': None, 'bio_heating': None, 'bio_fuel_cells': None, 'bio_common_carrier': None, 'bio_onsite_fuel': None, 'anaerobic_digestion_portion': None, 'transport_method': None, 'transport_recipient': None, 'additional_manure_management': None, 'additional_notes': None}
+2025-07-07 16:56:08.843 | DEBUG    | arb.utils.excel.xl_parse | user:anonymous | 475   | xl_parse.py          | Parsed Excel to dict: dict_keys(['metadata', 'schemas', 'tab_contents'])
+2025-07-07 16:56:08.843 | DEBUG    | arb.utils.excel.xl_parse | user:anonymous | 477   | xl_parse.py          | Saving Excel-derived JSON as: C:\tony_local\pycharm\feedback_portal\portal_uploads\dairy_digester_operator_feedback_v005_test_01_ts_2025_07_07_23_56_08.json
